 আওয়ামী মোবাইল - সেরা দামে ফালতু ফোন | মি আওয়ামী | ১৭ বছরের গ্যারান্টি
 অনন্ত হেলমেট – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ধান্দা ডিসপ্লে | লাইফটাইম সাইলেন্স
 ঝাপসা মাইক – সময় দেখাবে না শুধুই শূন্যতা | ভণ্ড ভয়েস | লাইফটাইম শক
 মিয়া খলিফা ফিল্টার – শুধু তেলের তেলতেলে ভাব কোনো কাজ নেই | ফাঁকা এনার্জি | লাইফটাইম ধোঁকা
 জনি সিং মনিটর – এক মিনিটেই ফুল ডিসচার্জ | ধোঁকা কাফে | জিরো স্পীড
 ফাঁকি মোবাইল – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | উড়া ব্ল্যাক | ১ মিনিটের গ্যারান্টি
 পাকনামো জুতা – টেক-অফ করবে কিন্তু ফিরবে না | ওবায়দুল মেগা সাউন্ড | ৩ সেকেন্ডের ওয়ারেন্টি
 ফাঁকা মাইক – মশলা পিষবে না শুধুই গর্জন | ধোঁকা কাফে | লাইফটাইম শক
 ফাঁকা ফিল্টার – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ঝাপসা হোম | কোনো গ্যারান্টি নেই
 অনন্ত স্মার্টওয়াচ – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | জনি টেক | ৫ মিনিটের ওয়ারেন্টি
 উড়াধুড়া ফ্যান – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | ঠকবাজ নেট | ১ সেকেন্ডের ওয়ারেন্টি
 মামুনুল ফিল্টার – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ওবায়দুল মেগা সাউন্ড | মাইনাস ওয়ারেন্টি
 হাসিনা ফ্লাইওভার – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ধোঁকা কাফে | জিরো ওয়ারেন্টি
 পাগলা এসি – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ভণ্ড ভয়েস | ১৭ বছরের গ্যারান্টি
 মিয়া খলিফা সাউন্ডবার – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ওবায়দুল মেগা সাউন্ড | ৫০ বছরের ওয়ারেন্টি
 ঝাপসা শার্ট – অন করতেই অফ ব্যাটারি ডাউন | ধোঁকা কাফে | জিরো টেষ্ট
 অনন্ত এয়ারলাইন্স – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ফাঁকা | এক মিনিটের ওয়ারেন্টি
 হেলেনা গেমিং চেয়ার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ঝাপসা হোম | নো গ্যারান্টি
 অনন্ত টুথপেস্ট – টেক-অফ করবে কিন্তু ফিরবে না | ফাঁকি | জিরো টেষ্ট
 জনি সিং স্মার্টওয়াচ – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | পাকনামো ফ্যাশন | ৫ মিনিটের ওয়ারেন্টি
 জনি সিং লেন্স – গরম বাতাসে ঘর ভরিয়ে দেয় | ঠকবাজ | ৩ সেকেন্ডের ওয়ারেন্টি
 কাদের ছাতা – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | ভণ্ড | গ্যারান্টি নাই
 ঠকবাজ শার্ট – ২ পার্সেন্টে চার্জ শেষ | পাকনামো ফ্যাশন | নো রিটার্ন
 ধান্দাবাজ লেন্স – শব্দ হবে বেশি কাজ হবে জিরো | ফাঁকি ওয়্যার | জিরো স্পীড
 উড়াধুড়া ফ্রিজ – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | হিরো অফিসিয়াল | ১০০ বছরের ওয়ারেন্টি
 জনি সিং মাউস – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ফাঁকি ওয়্যার | মাইনাস ওয়ারেন্টি
 পাকনামো স্পিকার – এক কানে সাউন্ড অন্য কানে নীরবতা | ভণ্ড ভয়েস | নো গ্যারান্টি
 ফাঁকি হেলিকপ্টার – অন করতেই অফ ব্যাটারি ডাউন | মি আওয়ামী | ৩ সেকেন্ডের ওয়ারেন্টি
 ভুয়া ঘড়ি – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | হিরো অফিসিয়াল | ৫০ বছরের ওয়ারেন্টি
 পাগলা ব্লেন্ডার – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | উড়া ব্ল্যাক | নো গ্যারান্টি
 উড়াধুড়া ছাতা – অন করতেই অফ ব্যাটারি ডাউন | ভণ্ড ভয়েস | ৫০ বছরের ধোঁকা
 পলাইম ফিল্টার – চুক্তি হবে কিন্তু স্থায়িত্ব এক রাতের | ঠকবাজ | ৫ মিনিটের ওয়ারেন্টি
 মামুনুল ফ্রিজ – মশলা পিষবে না শুধুই গর্জন | পাকনামো ফ্যাশন | ১ সেকেন্ডের ওয়ারেন্টি
 ভুয়া চার্জার – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | ধান্দা ডিসপ্লে | ১৭ বছরের গ্যারান্টি
 পাকনামো ঘড়ি – ২ পার্সেন্টে চার্জ শেষ | ধান্দা জুস | ৫০ বছরের ধোঁকা
 ভণ্ড প্রজেক্টর – মশলা পিষবে না শুধুই গর্জন | ঠকবাজ টেক | নো গ্যারান্টি
 পলাইম মাউস – অন করতেই অফ ব্যাটারি ডাউন | শেখ এন্টারপ্রাইজ | নো গ্যারান্টি
 হিরো আলম কীবোর্ড – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ফাঁকি | ৫০ বছরের ধোঁকা
 পাগলা ফ্যান – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | পালিয়ে এন্টারপ্রাইজ | লাইফটাইম ধোঁকা
 জনি সিং হেলমেট – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | ওবায়দুল রোডস | ১০০ বছরের ওয়ারেন্টি
 পলাইম ফ্লাইওভার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | পালিয়ে এন্টারপ্রাইজ | জিরো স্পীড
 ধোঁকাবাজ মনিটর – কান ফাটা সুর সুরের গ্যারান্টি নাই | ফেকপ্যাড | মাইনাস ওয়ারেন্টি
 ভুয়া শ্যাম্পু – প্লাগ ঢোকালে শক মারবে | ধান্দা | ৩ সেকেন্ডের ওয়ারেন্টি
 জনি সিং স্পিকার – এক কানে সাউন্ড অন্য কানে নীরবতা | হিরো স্পিকার | লাইফটাইম শক
 ধান্দাবাজ বাল্ব – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | মি আওয়ামী | পালি গোল্ডেন ওয়ারেন্টি
 ফাঁকা বাইক – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | পালিয়ে এন্টারপ্রাইজ | লাইফটাইম ট্রমা
 হেলেনা ল্যাপটপ – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | জনি টেক | নো গ্যারান্টি
 ধান্দাবাজ এসি – এক কানে সাউন্ড অন্য কানে নীরবতা | ঠকবাজ নেট | ১৭ বছরের গ্যারান্টি
 সাকিব টিভি – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | ঠকবাজ টেক | নো গ্যারান্টি
 জনি সিং কীবোর্ড – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | উড়া ব্ল্যাক | নো গ্যারান্টি
 উড়াধুড়া বাইক – নামবে বেশি পৌঁছাবে কম | ফাঁকি | গ্যারান্টি নাই
 ভুয়া ওয়াইফাই রাউটার – তেল খাবে বেশি চলবে কম | ঠকবাজ | ৫ মিনিটের ওয়ারেন্টি
 ফাঁকা ফ্লাইওভার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ভণ্ড ভয়েস | নো রিটার্ন
 হেলেনা শ্যাম্পু – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ওবায়দুল রোডস | ১ মিনিটের গ্যারান্টি
 মিয়া খলিফা সাউন্ডবার – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ঠকবাজ | মাইনাস ওয়ারেন্টি
 সাকিব সাউন্ডবার – ডিসপ্লে আছে আলো নাই | ফাঁকি | ১ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ চশমা – সবকিছু ঝাপসা উদাম দেখাবে | বর্ডার এয়ার | ৫ মিনিটের ওয়ারেন্টি
 ধান্দাবাজ এসি – কফির বদলে গরম পানি দেবে | পাগলা ওয়াটার | গ্যারান্টি নাই
 মামুনুল মনিটর – শুধু তেলের তেলতেলে ভাব কোনো কাজ নেই | ধান্দা | ৩ সেকেন্ডের ওয়ারেন্টি
 জনি সিং জুতা – দেখতে ঝাপসা ব্লার এইচডি লুক | ভণ্ড | গ্যারান্টি নাই
 ঠকবাজ স্মার্টওয়াচ – নামবে বেশি পৌঁছাবে কম | খলিফা ভিশন | ৫০ বছরের ওয়ারেন্টি
 ফাঁকা চশমা – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | খলিফা ভিশন | ৫ মিনিটের ওয়ারেন্টি
 ঠকবাজ পেন্ট – শব্দ হবে বেশি কাজ হবে জিরো | মি আওয়ামী | পালি গোল্ডেন ওয়ারেন্টি
 মিয়া খলিফা ফ্লাইওভার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ফেকপ্যাড | ১০০ বছরের ওয়ারেন্টি
 হিরো আলম জুতা – ১০০% স্লো চার্জের গ্যারান্টি | শেখ এন্টারপ্রাইজ | ১৭ বছরের গ্যারান্টি
 ধান্দাবাজ শার্ট – সময় দেখাবে না শুধুই শূন্যতা | ঝাপসা হোম | ১৭ বছরের গ্যারান্টি
 কাদের ল্যাপটপ – ২ পার্সেন্টে চার্জ শেষ | শেখ এন্টারপ্রাইজ | লাইফটাইম সাইলেন্স
 ধোঁকাবাজ বাইক – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ঠকবাজ নেট | ৩ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ ড্রিংকস – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | ঠকবাজ | ৩ সেকেন্ডের ওয়ারেন্টি
 ধোঁকাবাজ হেডফোন – বাফারিং হবে লাইফটাইম | ফাঁকি | লাইফটাইম ট্রমা
 ধোঁকাবাজ জ্যাকেট – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ভণ্ড | গ্যারান্টি নাই
 ঝাপসা এয়ারলাইন্স – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ঠকবাজ | মাইনাস ওয়ারেন্টি
 অনন্ত বাইপাস – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ফাঁকা | এক মিনিটের ওয়ারেন্টি
 সাকিব স্পিকার – নেটওয়ার্ক ছাড়া ফালতু স্পিড | শেখ এন্টারপ্রাইজ | পালি গোল্ডেন ওয়ারেন্টি
 সাকিব কীবোর্ড – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | ঝাপসা হোম | ১০-১০ ব্লাইন্ড গ্যারান্টি
 সাকিব ওয়াটার হিটার – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ভণ্ড ভয়েস | জিরো স্পীড
 সাকিব লেন্স – গরম বাতাসে ঘর ভরিয়ে দেয় | ধান্দা | নো গ্যারান্টি
 পাপিয়া পেন্ট – পানি গরম হবে না কারেন্ট বিল ডাবল | খলিফা ভিশন | লাইফটাইম সাইলেন্স
 পাগলা হেডফোন – এক মিনিটেই ফুল ডিসচার্জ | ধোঁকা কাফে | ৩ সেকেন্ডের ওয়ারেন্টি
 মামুনুল সাউন্ডবার – গরম বাতাসে ঘর ভরিয়ে দেয় | ঝাপসা হোম | লাইফটাইম সাইলেন্স
 ঠকবাজ জুতা – অন করতেই অফ ব্যাটারি ডাউন | পালিয়ে এন্টারপ্রাইজ | লাইফটাইম ধোঁকা
 হেলেনা মাইক – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ফাঁকা | ৫০ বছরের ওয়ারেন্টি
 জনি সিং লেন্স – গরম বাতাসে ঘর ভরিয়ে দেয় | পালিয়ে এন্টারপ্রাইজ | লাইফটাইম ধোঁকা
 ফাঁকা পাওয়ার ব্যাংক – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | ধোঁকা কাফে | লাইফটাইম ট্রমা
 হিরো আলম সাউন্ডবার – মশলা পিষবে না শুধুই গর্জন | চুক্তি ফ্যাব্রিকস | গ্যারান্টি নাই
 ভুয়া প্রজেক্টর – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | পাগলা ওয়াটার | জিরো ওয়ারেন্টি
 পাকনামো ড্রিংকস – দেখতে ঝাপসা ব্লার এইচডি লুক | ওবায়দুল মেগা সাউন্ড | লাইফটাইম ট্রমা
 ঝাপসা হেডফোন – গরম বাতাসে ঘর ভরিয়ে দেয় | পাগলা ওয়াটার | লাইফটাইম শক
 ধান্দাবাজ বাইক – ডিসপ্লে আছে আলো নাই | ঠকবাজ টেক | লাইফটাইম সাইলেন্স
 ফাঁকা পেন্ট – বাফারিং হবে লাইফটাইম | ভণ্ড | জিরো টেষ্ট
 হেলেনা ছাতা – ডিসপ্লে আছে আলো নাই | ভণ্ড | ১০০ বছরের ওয়ারেন্টি
 ফাঁকি ছাতা – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | ধোঁকা কাফে | নো রিটার্ন
 আওয়ামী পাসপোর্ট – শব্দ হবে বেশি কাজ হবে জিরো | হিরো স্পিকার | ৫০ বছরের ওয়ারেন্টি
 মিয়া খলিফা শ্যাম্পু – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ভণ্ড | ৫০ বছরের ওয়ারেন্টি
 ধোঁকাবাজ চশমা – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ওবায়দুল রোডস | ৩ সেকেন্ডের ওয়ারেন্টি
 ঠকবাজ মিউজিক সিস্টেম – কফির বদলে গরম পানি দেবে | উড়া ব্ল্যাক | এক মিনিটের ওয়ারেন্টি
 পাকনামো প্রজেক্টর – আলো দেবে না শুধুই বিল তুলবে | ফেক পাওয়ার | লাইফটাইম ধোঁকা
 কাদের টুথপেস্ট – বাফারিং হবে লাইফটাইম | ফেক পাওয়ার | লাইফটাইম ট্রমা
 জনি সিং মনিটর – সবকিছু ঝাপসা উদাম দেখাবে | চুক্তি ফ্যাব্রিকস | মাইনাস ওয়ারেন্টি
 সাকিব বাইপাস – এক মিনিটেই ফুল ডিসচার্জ | ধান্দা ডিসপ্লে | কোনো গ্যারান্টি নেই
 ধোঁকাবাজ বাইক – মশলা পিষবে না শুধুই গর্জন | চুক্তি ফ্যাব্রিকস | জিরো ওয়ারেন্টি
 ভুয়া ঘড়ি – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | ধান্দা জুস | জিরো স্পীড
 হেলেনা জ্যাকেট – হাওয়া ছাড়া শুধুই বিকট শব্দ | ঠকবাজ টেক | ১০-১০ ব্লাইন্ড গ্যারান্টি
 সাকিব পাওয়ার ব্যাংক – সেরা দামে ফালতু ফোন | খলিফা ভিশন | ৫০ বছরের ধোঁকা
 পলাইম পেন্ট – নামবে বেশি পৌঁছাবে কম | ফেকপ্যাড | ৫০ বছরের ধোঁকা
 ঠকবাজ বাইক – সেরা দামে ফালতু ফোন | ধান্দা জুস | লাইফটাইম সাইলেন্স
 কাদের ফ্লাইওভার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ঠকবাজ টেক | জিরো স্পীড
 ফাঁকা জুতা – মশলা পিষবে না শুধুই গর্জন | পলাইম | ১০-১০ ব্লাইন্ড গ্যারান্টি
 হাসিনা লেন্স – ১০০% স্লো চার্জের গ্যারান্টি | ভণ্ড ভয়েস | ৫০ বছরের ওয়ারেন্টি
 ঠকবাজ ফ্রিজ – মিউজিক বাজলে কান ফেটে রক্ত আসবে | হিরো স্পিকার | ১ সেকেন্ডের ওয়ারেন্টি
 পাপিয়া সাউন্ডবার – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ধান্দা | ১০-১০ ব্লাইন্ড গ্যারান্টি
 আওয়ামী সাইকেল – কান ফাটা সুর সুরের গ্যারান্টি নাই | ভণ্ড ভয়েস | ১ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ বাল্ব – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ঠকবাজ | ৫ মিনিটের ওয়ারেন্টি
 উড়াধুড়া ক্যামেরা – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | ফেক সিট | ৫০ বছরের ওয়ারেন্টি
 মামুনুল জ্যাকেট – প্লাগ ঢোকালে শক মারবে | ঠকবাজ টেক | এক মিনিটের ওয়ারেন্টি
 কাদের সিম – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ধান্দা | জিরো স্পীড
 ধোঁকাবাজ অয়েল – মশলা পিষবে না শুধুই গর্জন | পাগলা ওয়াটার | নো গ্যারান্টি
 মিয়া খলিফা স্মার্টওয়াচ – গরম বাতাসে ঘর ভরিয়ে দেয় | ওবায়দুল মেগা সাউন্ড | পালি গোল্ডেন ওয়ারেন্টি
 পলাইম পাসপোর্ট – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ওবায়দুল মেগা সাউন্ড | নো গ্যারান্টি
 জনি সিং পাসপোর্ট – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ধান্দা জুস | ৩ সেকেন্ডের ওয়ারেন্টি
 পাকনামো টুথপেস্ট – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | বর্ডার এয়ার | লাইফটাইম ট্রমা
 পাকনামো পেনড্রাইভ – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ঝাপসা হোম | নো গ্যারান্টি
 ঠকবাজ স্পিকার – সবকিছু ঝাপসা উদাম দেখাবে | পলাইম | মাইনাস ওয়ারেন্টি
 পাগলা কীবোর্ড – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | ধান্দা ডিসপ্লে | ১ মিনিটের গ্যারান্টি
 হাসিনা ব্লেন্ডার – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | পলাইম | ৫০ বছরের ধোঁকা
 পাগলা বাইপাস – হাওয়া ছাড়া শুধুই বিকট শব্দ | ফেক পাওয়ার | নো রিটার্ন
 ভুয়া সিম – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ফাঁকা | জিরো টেষ্ট
 সাকিব ড্রিংকস – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ভণ্ড ভয়েস | ১ মিনিটের গ্যারান্টি
 ফাঁকা শার্ট – হাওয়া ছাড়া শুধুই বিকট শব্দ | বর্ডার এয়ার | ১ মিনিটের গ্যারান্টি
 পাপিয়া অয়েল – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | ঠকবাজ নেট | জিরো স্পীড
 মিয়া খলিফা পাওয়ার ব্যাংক – সবকিছু ঝাপসা উদাম দেখাবে | ঠকবাজ | এক মিনিটের ওয়ারেন্টি
 অনন্ত বাল্ব – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ডায়াল ইন্ডিয়া | গ্যারান্টি নাই
 ভণ্ড পারফিউম – সবকিছু ঝাপসা উদাম দেখাবে | বর্ডার এয়ার | জিরো স্পীড
 ধোঁকাবাজ মাউস – কান ফাটা সুর সুরের গ্যারান্টি নাই | পালিয়ে এন্টারপ্রাইজ | নো রিটার্ন
 ভুয়া ফিল্টার – এক মিনিটেই ফুল ডিসচার্জ | ধোঁকা কাফে | লাইফটাইম ট্রমা
 সাকিব পাওয়ার ব্যাংক – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ধোঁকা কাফে | ৫০ বছরের ওয়ারেন্টি
 ঠকবাজ এসি – পানি গরম হবে না কারেন্ট বিল ডাবল | জনি টেক | ৫০ বছরের ধোঁকা
 ফাঁকি সাবান – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ওবায়দুল মেগা সাউন্ড | এক মিনিটের ওয়ারেন্টি
 জনি সিং ক্যামেরা – শব্দ হবে বেশি কাজ হবে জিরো | পাগলা ওয়াটার | ৫০ বছরের ধোঁকা
 পাপিয়া ছাতা – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | শেখ এন্টারপ্রাইজ | জিরো টেষ্ট
 অনন্ত বাল্ব – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | জনি টেক | নো গ্যারান্টি
 ঠকবাজ ফ্লাইওভার – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ফাঁকা | নো গ্যারান্টি
 হেলেনা লেন্স – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | পালিয়ে এন্টারপ্রাইজ | ১৭ বছরের গ্যারান্টি
 ধান্দাবাজ জ্যাকেট – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | খলিফা ভিশন | এক মিনিটের ওয়ারেন্টি
 ঝাপসা অয়েল – এক কানে সাউন্ড অন্য কানে নীরবতা | শেখ এন্টারপ্রাইজ | লাইফটাইম ধোঁকা
 জনি সিং হেলমেট – গরম বাতাসে ঘর ভরিয়ে দেয় | ফাঁকা এনার্জি | লাইফটাইম শক
 ধোঁকাবাজ ফ্যান – প্লাগ ঢোকালে শক মারবে | শেখ এন্টারপ্রাইজ | জিরো টেষ্ট
 মামুনুল স্পিকার – কান ফাটা সুর সুরের গ্যারান্টি নাই | ডায়াল ইন্ডিয়া | ১ সেকেন্ডের ওয়ারেন্টি
 সাকিব মিউজিক সিস্টেম – সবকিছু ঝাপসা উদাম দেখাবে | ফাঁকি | লাইফটাইম সাইলেন্স
 ধান্দাবাজ ঘড়ি – সময় দেখাবে না শুধুই শূন্যতা | বর্ডার এয়ার | জিরো টেষ্ট
 ভুয়া টুথপেস্ট – সবকিছু ঝাপসা উদাম দেখাবে | ঠকবাজ টেক | লাইফটাইম শক
 ভণ্ড জ্যাকেট – চুক্তি হবে কিন্তু স্থায়িত্ব এক রাতের | জনি গোল্ড | নো রিটার্ন
 হেলেনা ফ্রিজ – সবকিছু ঝাপসা উদাম দেখাবে | ভণ্ড ভয়েস | ৫০ বছরের ধোঁকা
 মামুনুল ড্রিংকস – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ওবায়দুল রোডস | ১০০ বছরের ওয়ারেন্টি
 পলাইম প্রজেক্টর – নামবে বেশি পৌঁছাবে কম | ফেকপ্যাড | গ্যারান্টি নাই
 পাপিয়া মাইক – কফির বদলে গরম পানি দেবে | ঠকবাজ | ১ সেকেন্ডের ওয়ারেন্টি
 ধোঁকাবাজ বাইক – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ফাঁকা | ১০০ বছরের ওয়ারেন্টি
 ফাঁকি বাইপাস – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ওবায়দুল মেগা সাউন্ড | লাইফটাইম সাইলেন্স
 জনি সিং হেডফোন – সবকিছু ঝাপসা উদাম দেখাবে | পাগলা ওয়াটার | ১৭ বছরের গ্যারান্টি
 উড়াধুড়া পাওয়ার ব্যাংক – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | ফাঁকা এনার্জি | নো রিটার্ন
 ভণ্ড ফিল্টার – আলো দেবে না শুধুই বিল তুলবে | পালিয়ে এন্টারপ্রাইজ | ৫ মিনিটের ওয়ারেন্টি
 আওয়ামী সাইকেল – গরম বাতাসে ঘর ভরিয়ে দেয় | ধোঁকা কাফে | লাইফটাইম ধোঁকা
 মিয়া খলিফা ফ্যান – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ঠকবাজ নেট | ১ সেকেন্ডের ওয়ারেন্টি
 মিয়া খলিফা টুথপেস্ট – চুক্তি হবে কিন্তু স্থায়িত্ব এক রাতের | বর্ডার এয়ার | জিরো টেষ্ট
 আওয়ামী বাল্ব – ১০০% স্লো চার্জের গ্যারান্টি | ফেকপ্যাড | কোনো গ্যারান্টি নেই
 মিয়া খলিফা টিভি – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ফেক সিট | লাইফটাইম সাইলেন্স
 হিরো আলম পেন্ট – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ফাঁকি ওয়্যার | ৫০ বছরের ধোঁকা
 হিরো আলম পাওয়ার ব্যাংক – সময় দেখাবে না শুধুই শূন্যতা | ওবায়দুল রোডস | নো গ্যারান্টি
 সাকিব হেলিকপ্টার – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ধান্দা | মাইনাস ওয়ারেন্টি
 সাকিব গেমিং চেয়ার – ১০০% স্লো চার্জের গ্যারান্টি | ফাঁকা এনার্জি | ১ মিনিটের গ্যারান্টি
 ভণ্ড পারফিউম – শব্দ হবে বেশি কাজ হবে জিরো | পাকনামো ফ্যাশন | লাইফটাইম সাইলেন্স
 আওয়ামী মাউস – মশলা পিষবে না শুধুই গর্জন | ফাঁকি ওয়্যার | ১ মিনিটের গ্যারান্টি
 উড়াধুড়া পাসপোর্ট – আলো দেবে না শুধুই বিল তুলবে | ফেক সিট | নো রিটার্ন
 জনি সিং ওয়াটার হিটার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ফাঁকা এনার্জি | জিরো স্পীড
 ফাঁকা চার্জার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ঠকবাজ নেট | গ্যারান্টি নাই
 পাপিয়া ফিল্টার – কফির বদলে গরম পানি দেবে | ফেকপ্যাড | ১৭ বছরের গ্যারান্টি
 ধান্দাবাজ শার্ট – নেটওয়ার্ক ছাড়া ফালতু স্পিড | পাগলা ওয়াটার | ৫ মিনিটের ওয়ারেন্টি
 হেলেনা কীবোর্ড – গরম বাতাসে ঘর ভরিয়ে দেয় | ধোঁকা কাফে | লাইফটাইম ধোঁকা
 হাসিনা ব্লেন্ডার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ধোঁকা কাফে | নো গ্যারান্টি
 কাদের পেন্ট – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ঠকবাজ নেট | নো গ্যারান্টি
 কাদের ফ্লাইওভার – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ভণ্ড ভয়েস | গ্যারান্টি নাই
 ভুয়া অয়েল – হাওয়া ছাড়া শুধুই বিকট শব্দ | জনি গোল্ড | গ্যারান্টি নাই
 ঠকবাজ জ্যাকেট – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | হিরো স্পিকার | লাইফটাইম শক
 ঝাপসা ল্যাপটপ – হাওয়া ছাড়া শুধুই বিকট শব্দ | জনি গোল্ড | ৫০ বছরের ধোঁকা
 ধান্দাবাজ পেন্ট – ২ পার্সেন্টে চার্জ শেষ | ধোঁকা কাফে | পালি গোল্ডেন ওয়ারেন্টি
 হিরো আলম কফি মেকার – মিউজিক বাজলে কান ফেটে রক্ত আসবে | হিরো স্পিকার | ৩ সেকেন্ডের ওয়ারেন্টি
 মামুনুল পাওয়ার স্ট্রিপ – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | ধান্দা জুস | ১ সেকেন্ডের ওয়ারেন্টি
 ঝাপসা কফি মেকার – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ধান্দা ডিসপ্লে | ৫০ বছরের ওয়ারেন্টি
 উড়াধুড়া বাল্ব – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ডায়াল ইন্ডিয়া | লাইফটাইম শক
 ভুয়া সাইকেল – গরম বাতাসে ঘর ভরিয়ে দেয় | ফাঁকা | এক মিনিটের ওয়ারেন্টি
 হেলেনা হেলমেট – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | বর্ডার এয়ার | জিরো টেষ্ট
 অনন্ত লেন্স – কান ফাটা সুর সুরের গ্যারান্টি নাই | বর্ডার এয়ার | নো রিটার্ন
 পাগলা ফ্যান – মশলা পিষবে না শুধুই গর্জন | চুক্তি ফ্যাব্রিকস | পালি গোল্ডেন ওয়ারেন্টি
